Age,Gender,Years at Company,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Company Reputation,Employee Recognition,Attrition,Job Role_Education,Job Role_Finance,Job Role_Healthcare,Job Role_Media,Job Role_Technology,Marital Status_Divorced,Marital Status_Married,Marital Status_Single
19,1,5,67856,1,4,4,0,0,57,1,5,3,2,31,0,2,1,0,0,0,1,0,0,1,0,0
20,0,8,59296,4,3,3,1,0,19,3,0,3,3,81,0,3,1,0,0,0,0,0,1,0,0,1
45,1,15,61840,1,4,4,0,0,81,4,2,1,2,76,1,1,2,0,0,0,1,0,0,0,1,0
18,1,10,46736,3,2,4,0,0,84,2,0,3,3,21,0,3,1,0,0,0,0,1,0,0,1,0
32,0,13,31608,1,3,3,0,0,56,5,2,2,2,82,0,3,1,1,1,0,0,0,0,0,0,1
20,1,10,46272,2,2,3,0,0,1,3,6,3,2,68,0,4,2,0,0,0,0,1,0,0,0,1
33,0,11,75320,2,3,4,2,1,97,3,2,3,3,46,0,2,2,0,0,0,0,0,1,0,0,1
43,1,20,87952,3,2,3,2,0,7,5,3,1,2,24,0,2,1,0,0,0,0,0,1,0,0,1
32,0,11,74440,2,3,2,0,1,35,3,3,1,3,67,0,4,1,1,0,0,0,0,1,0,0,1
37,1,12,94448,1,3,3,2,0,50,2,4,1,1,76,0,3,1,0,0,1,0,0,0,0,1,0
19,1,8,48904,3,3,3,0,0,58,5,0,1,3,44,0,4,3,0,0,0,0,1,0,0,0,1
20,0,12,73936,2,4,2,1,0,71,1,0,1,1,73,0,4,1,1,0,0,0,0,1,0,1,0
30,1,7,50232,3,3,3,2,1,90,2,2,1,2,48,0,1,2,1,0,0,0,0,1,0,0,1
40,1,11,84096,2,4,4,0,0,74,2,2,3,3,66,0,3,3,0,0,0,0,0,1,0,1,0
34,1,19,63272,2,1,3,2,1,12,3,3,2,1,48,0,1,1,1,0,0,1,0,0,0,1,0
55,1,5,46304,2,2,3,0,0,63,4,1,3,2,13,0,1,3,0,0,0,0,1,0,1,0,0
33,0,20,58120,2,3,4,0,0,40,3,2,2,1,86,0,1,1,1,0,0,1,0,0,0,0,1
26,1,18,85288,3,2,3,4,0,36,3,3,1,1,45,1,1,1,0,0,1,0,0,0,0,0,1
25,0,7,38488,3,3,3,0,0,79,2,2,2,1,38,0,1,3,1,1,0,0,0,0,1,0,0
27,1,12,42632,2,3,4,2,1,20,4,3,2,1,35,0,3,1,1,0,0,0,1,0,0,1,0
35,1,25,57224,4,3,4,2,0,63,3,2,1,1,91,0,1,1,1,0,0,1,0,0,0,1,0
50,1,40,24344,3,3,2,0,0,24,3,3,2,2,102,0,1,2,0,1,0,0,0,0,0,1,0
50,1,14,75960,3,2,3,2,1,96,2,0,1,2,23,1,3,2,1,0,0,0,0,1,0,0,1
58,1,4,65208,3,3,3,0,0,15,1,1,2,1,8,1,3,1,0,0,0,0,0,1,0,1,0
33,0,22,61712,2,4,3,2,0,7,3,2,3,3,83,0,1,3,0,0,0,1,0,0,0,1,0
20,1,11,61024,1,2,3,3,0,17,3,1,1,2,84,0,3,1,0,0,1,0,0,0,0,0,1
24,1,9,67888,2,3,3,0,0,11,1,0,3,2,18,1,3,2,0,0,0,0,0,1,0,0,1
55,1,2,28424,2,4,3,0,1,59,3,2,1,1,28,0,3,3,1,1,0,0,0,0,0,0,1
45,0,33,48504,3,3,4,0,0,6,3,4,2,2,84,0,4,2,0,0,0,1,0,0,0,0,1
50,1,39,60800,3,3,3,0,0,60,3,0,3,1,107,0,4,1,0,0,0,1,0,0,0,0,1
44,1,1,26304,4,2,3,0,0,10,5,4,2,2,38,0,1,1,0,1,0,0,0,0,0,1,0
59,1,16,67136,2,2,3,1,0,17,4,0,2,2,26,0,3,4,0,0,0,1,0,0,0,1,0
32,0,21,56832,4,1,2,2,0,31,1,0,1,3,25,0,2,1,1,0,0,1,0,0,0,1,0
33,0,3,30520,4,1,4,1,0,6,3,0,3,1,14,1,3,1,0,1,0,0,0,0,0,1,0
34,0,18,34624,4,3,3,0,0,20,3,3,2,1,57,0,2,3,1,1,0,0,0,0,0,0,1
43,0,23,55616,1,4,4,4,1,24,1,0,2,2,61,1,2,4,0,0,1,0,0,0,0,0,1
40,1,18,50952,3,2,3,1,0,98,2,2,2,2,45,1,3,1,0,0,0,0,1,0,0,1,0
22,1,1,70048,1,3,4,1,1,55,3,4,1,2,23,0,3,1,1,0,0,1,0,0,0,0,1
58,1,9,44256,3,3,3,1,1,4,3,1,2,2,19,1,3,2,0,0,0,0,0,1,1,0,0
55,1,34,69384,2,3,3,2,0,97,3,0,2,3,86,0,1,1,1,0,0,0,0,1,0,0,1
38,0,14,31128,4,1,3,2,1,82,3,3,2,2,75,1,3,1,0,1,0,0,0,0,0,1,0
27,1,14,48232,4,4,3,2,0,60,2,1,2,1,74,1,3,2,0,0,0,0,1,0,1,0,0
22,0,11,33096,2,3,2,1,1,19,1,3,1,2,83,0,1,2,1,1,0,0,0,0,0,0,1
23,1,2,64648,4,2,4,0,0,81,2,0,3,2,52,0,3,3,0,0,0,1,0,0,0,1,0
29,1,7,55456,2,2,4,3,0,44,1,1,3,2,17,1,3,3,0,0,1,0,0,0,0,1,0
57,0,14,46360,3,3,4,3,0,3,2,6,3,2,83,0,2,2,0,1,0,0,0,0,0,1,0
57,1,47,73528,3,2,4,0,0,19,2,4,2,2,114,0,2,1,0,0,0,0,0,1,0,1,0
46,1,38,57952,3,3,3,0,1,48,5,3,2,1,46,0,1,1,0,0,0,1,0,0,0,1,0
42,1,6,67240,3,3,3,1,0,55,4,1,2,2,8,0,1,3,1,0,0,0,0,1,0,0,1
45,1,31,39744,2,3,3,4,1,99,1,0,1,1,92,0,3,1,1,0,0,0,1,0,1,0,0
36,0,23,83536,1,3,3,0,0,47,1,1,3,2,30,0,3,2,0,0,0,0,0,1,0,0,1
26,0,16,52840,3,2,3,2,0,70,2,2,2,2,46,0,3,1,1,0,1,0,0,0,0,1,0
37,0,9,85840,3,3,3,1,0,21,4,0,2,1,36,0,1,1,0,0,0,0,0,1,0,1,0
20,0,6,68976,2,3,3,0,1,73,2,4,2,1,82,0,3,3,1,0,1,0,0,0,0,0,1
44,0,36,57120,1,4,3,0,0,1,3,2,1,3,83,0,1,1,1,0,0,0,0,1,0,1,0
23,0,9,49000,3,1,3,1,1,53,3,0,2,2,41,0,3,1,1,0,0,0,1,0,1,0,0
28,1,7,61240,2,3,3,3,0,30,2,2,2,1,14,0,4,2,0,0,1,0,0,0,0,0,1
48,1,10,56392,2,2,4,1,0,38,4,0,3,1,31,0,2,3,0,0,1,0,0,0,0,0,1
40,0,8,30016,3,2,3,0,1,78,2,0,2,1,73,0,3,1,1,1,0,0,0,0,1,0,0
46,1,12,63448,2,3,3,0,1,4,3,3,2,2,54,0,4,2,0,0,1,0,0,0,0,1,0
54,0,41,55016,3,1,4,3,0,45,1,2,2,2,67,0,1,2,0,0,0,1,0,0,0,1,0
47,1,1,76840,3,3,3,0,0,69,1,0,3,3,16,0,2,3,1,0,0,0,0,1,0,0,1
38,1,2,32784,3,2,3,2,0,77,1,0,2,2,15,0,4,2,1,1,0,0,0,0,1,0,0
23,0,9,55656,3,4,3,0,0,69,4,2,1,2,81,0,3,3,0,0,0,1,0,0,0,1,0
46,1,29,51744,1,2,3,2,0,21,1,3,2,2,72,1,3,2,0,0,0,1,0,0,0,0,1
38,1,14,50392,3,2,3,2,0,53,3,0,3,2,63,0,3,1,0,1,0,0,0,0,0,0,1
59,1,15,41232,4,3,3,0,0,49,5,0,3,2,49,0,1,4,0,1,0,0,0,0,1,0,0
39,1,11,46416,2,4,3,0,1,17,3,1,1,2,73,0,2,2,0,1,0,0,0,0,0,1,0
32,0,16,42632,4,3,4,0,1,7,3,1,2,1,49,0,4,1,0,1,0,0,0,0,0,1,0
34,1,2,88744,3,1,4,0,1,17,2,1,3,2,66,0,3,1,1,0,1,0,0,0,0,1,0
24,0,1,58048,1,3,3,2,0,11,1,0,2,1,61,0,2,3,1,0,0,1,0,0,0,1,0
19,1,7,64480,1,2,3,0,0,20,3,1,3,1,42,0,3,3,0,0,0,0,0,1,1,0,0
26,1,16,48264,1,3,3,2,0,6,3,6,1,2,46,0,2,3,1,0,0,0,1,0,0,0,1
31,0,3,73728,3,3,3,0,1,98,4,4,1,2,43,0,2,3,1,0,0,0,0,1,0,1,0
44,0,4,92120,3,1,3,0,0,53,2,0,3,3,54,0,3,1,0,0,1,0,0,0,0,1,0
37,1,8,60096,2,3,3,0,0,50,3,0,3,1,55,0,3,1,0,0,0,0,0,1,0,0,1
30,1,13,74568,2,4,3,1,0,94,2,0,1,1,51,0,3,1,1,0,0,1,0,0,0,0,1
47,0,4,70128,4,2,3,1,0,10,1,0,3,3,70,0,3,1,0,0,0,0,0,1,0,0,1
45,1,33,75488,2,1,3,2,0,54,3,1,1,1,97,1,1,1,0,0,0,1,0,0,0,1,0
42,1,11,43320,3,2,3,0,0,9,1,3,1,3,52,1,2,2,0,0,0,0,1,0,0,1,0
48,0,18,70096,2,4,3,0,0,54,3,4,1,1,47,0,3,3,1,0,0,0,0,1,0,0,1
49,0,29,35624,4,2,2,0,1,87,2,4,2,3,53,0,2,3,0,1,0,0,0,0,0,1,0
20,0,7,37176,4,1,3,0,1,13,2,1,1,2,15,0,2,3,1,1,0,0,0,0,0,0,1
42,1,26,47120,4,4,3,2,0,7,3,0,1,1,101,0,3,3,0,0,0,0,1,0,0,1,0
39,0,6,75616,3,3,3,1,1,65,4,1,1,2,8,0,3,3,0,0,0,0,0,1,0,1,0
18,1,3,68384,3,4,3,0,1,30,3,1,2,2,58,0,4,2,1,0,0,1,0,0,0,0,1
46,0,34,37024,3,3,3,1,0,69,4,3,1,3,95,1,3,1,0,1,0,0,0,0,0,1,0
38,1,15,54728,2,1,3,0,0,82,2,2,2,3,47,0,3,3,1,0,1,0,0,0,0,1,0
33,0,18,34280,2,3,3,1,0,15,4,0,2,1,86,0,1,3,1,1,0,0,0,0,0,1,0
31,1,10,66808,2,3,3,0,0,53,3,2,1,3,28,0,3,2,0,0,1,0,0,0,0,1,0
29,1,4,59352,2,4,3,0,0,5,2,1,2,2,46,0,2,1,1,0,0,1,0,0,0,1,0
26,0,3,58568,3,3,3,2,1,41,1,3,2,1,77,0,3,3,0,0,0,1,0,0,0,1,0
29,1,12,90944,2,2,3,3,0,13,4,2,3,2,43,0,1,1,0,0,0,0,0,1,0,1,0
19,0,7,32816,4,3,1,0,0,82,3,4,1,2,22,0,3,3,1,1,0,0,0,0,0,1,0
21,1,3,72720,1,3,3,0,0,44,3,1,3,1,52,0,3,2,1,0,0,1,0,0,0,0,1
47,1,19,60456,3,4,2,0,0,29,4,0,3,2,79,0,3,1,0,0,0,1,0,0,0,1,0
44,1,17,62816,3,2,3,0,0,14,2,0,2,2,31,1,3,2,0,0,0,1,0,0,0,1,0
24,0,6,62360,1,3,4,2,1,32,1,1,1,3,72,0,2,1,0,0,0,0,0,1,0,1,0
50,0,33,84064,3,3,3,0,1,12,3,4,3,1,75,0,1,1,0,0,0,0,0,1,0,0,1
42,1,30,75896,4,1,3,0,0,43,3,1,2,2,81,0,3,1,0,0,0,1,0,0,0,0,1
24,0,4,42824,2,4,3,2,0,64,5,4,1,1,7,0,2,1,1,0,0,0,1,0,0,0,1
30,0,19,58744,3,3,4,0,1,20,1,0,2,3,54,0,3,1,0,0,0,1,0,0,0,1,0
33,0,19,73384,3,3,3,0,1,70,1,1,2,3,79,0,3,1,0,0,0,0,0,1,0,1,0
31,0,10,68224,3,4,4,2,0,31,2,1,2,2,82,0,4,4,1,0,0,1,0,0,0,0,1
35,0,4,81824,1,3,3,0,0,49,1,1,2,2,11,0,2,1,1,0,0,0,0,1,0,0,1
53,1,15,39344,3,3,3,1,1,69,2,4,2,2,45,0,3,1,1,1,0,0,0,0,0,1,0
28,1,17,46184,3,3,3,0,0,25,3,1,2,3,79,0,3,2,1,1,0,0,0,0,0,0,1
19,0,4,23912,2,4,3,3,1,79,5,1,3,2,10,0,3,3,0,1,0,0,0,0,0,1,0
24,0,7,52848,4,3,3,1,0,83,4,0,3,2,13,0,3,2,0,0,0,0,1,0,0,1,0
38,1,8,63784,2,3,1,0,1,38,4,0,2,2,21,0,3,3,1,0,0,1,0,0,0,1,0
31,0,15,60976,2,4,3,0,0,98,2,0,1,2,69,1,2,1,1,0,1,0,0,0,0,1,0
32,0,24,70784,3,4,3,1,0,61,1,3,3,3,57,0,3,1,1,0,0,0,0,1,0,0,1
32,1,19,74696,2,4,3,0,1,77,2,2,1,3,92,0,3,2,1,0,0,0,0,1,0,1,0
48,1,13,57400,1,3,2,0,0,75,2,2,2,2,29,0,2,1,1,0,0,1,0,0,0,1,0
37,0,11,46952,4,2,4,0,0,96,2,0,1,3,42,0,3,1,0,0,0,0,1,0,0,1,0
44,0,18,64616,2,4,4,1,1,23,3,2,1,1,50,1,3,1,1,0,0,1,0,0,0,0,1
24,1,8,61416,2,3,3,1,0,5,1,3,3,1,31,0,2,3,1,0,0,1,0,0,1,0,0
51,1,30,58720,4,4,3,1,0,21,3,4,3,2,84,0,1,3,0,0,0,1,0,0,0,1,0
23,0,5,63920,4,3,4,1,0,44,3,0,3,2,66,1,3,1,0,0,0,0,0,1,0,0,1
58,1,2,64640,1,4,3,0,0,85,3,0,2,1,15,0,3,3,1,0,0,0,0,1,0,1,0
48,0,35,68296,3,4,4,0,1,57,4,1,1,2,90,0,3,3,1,0,0,1,0,0,0,1,0
32,1,22,81656,2,3,3,2,0,50,2,2,3,2,72,0,3,3,0,0,0,0,0,1,0,1,0
28,1,13,72784,1,3,1,0,1,37,5,2,3,1,26,0,1,1,0,0,1,0,0,0,0,0,1
20,1,7,58224,2,1,3,0,0,3,4,0,2,2,84,0,2,1,1,0,0,1,0,0,0,0,1
52,1,42,69944,3,3,4,4,1,88,4,1,1,2,80,0,2,3,0,0,0,0,0,1,0,1,0
24,0,3,71232,1,3,3,1,0,67,2,4,2,1,73,1,3,2,0,0,0,0,0,1,1,0,0
34,1,11,76144,2,3,3,0,0,99,3,2,3,2,75,1,3,2,0,0,0,1,0,0,0,1,0
57,1,37,54648,4,4,2,0,0,78,1,3,1,2,93,0,3,2,1,0,0,1,0,0,0,1,0
53,1,28,45768,3,3,3,0,0,14,5,3,2,3,84,0,1,3,0,1,0,0,0,0,0,1,0
24,1,1,48496,2,4,4,0,1,11,4,3,1,2,45,0,3,3,1,0,0,0,1,0,1,0,0
48,1,4,36568,1,3,1,4,0,29,1,4,3,2,25,0,2,1,0,1,0,0,0,0,0,1,0
42,1,5,45632,2,2,4,2,1,92,1,3,1,1,11,0,3,4,1,0,0,0,1,0,0,1,0
19,1,4,82768,3,4,2,0,0,65,1,0,3,3,53,0,2,3,1,0,0,0,0,1,0,0,1
19,1,9,73680,2,2,1,0,0,60,2,0,2,2,14,0,2,1,0,0,0,0,0,1,0,1,0
54,1,2,56912,2,4,3,1,0,26,2,1,2,2,28,0,1,1,1,0,1,0,0,0,0,1,0
25,0,5,73168,4,2,3,1,0,75,2,0,2,3,25,0,3,1,0,0,1,0,0,0,1,0,0
31,0,2,73576,2,3,2,0,0,40,2,0,2,2,75,0,3,1,1,0,0,0,0,1,0,0,1
25,1,3,71056,2,4,3,1,0,13,3,1,1,3,52,1,2,3,1,0,0,0,0,1,0,1,0
49,1,14,30624,2,3,4,0,0,61,2,3,1,2,52,1,4,1,1,1,0,0,0,0,0,0,1
22,1,10,75184,3,3,1,2,1,54,4,1,3,3,42,0,1,2,1,0,0,0,0,1,1,0,0
24,0,14,123960,1,1,3,2,1,9,1,4,2,2,73,0,3,1,1,0,1,0,0,0,0,1,0
32,0,12,36048,3,3,4,1,1,61,1,1,2,1,75,0,4,3,1,1,0,0,0,0,0,0,1
57,1,38,67640,3,3,3,0,0,26,5,0,2,1,48,0,3,3,0,0,0,0,0,1,0,1,0
49,1,39,57552,2,3,3,0,1,98,3,1,1,1,65,0,3,1,1,0,0,0,0,1,0,1,0
43,0,20,70784,3,3,3,1,0,26,4,0,1,2,92,0,2,3,1,0,1,0,0,0,0,0,1
27,0,11,75632,1,4,2,2,0,47,1,0,1,2,33,0,3,3,1,0,1,0,0,0,0,0,1
42,0,29,84544,1,1,3,0,1,89,4,1,1,1,74,0,3,2,1,0,0,1,0,0,0,1,0
42,1,9,68736,3,2,3,0,1,55,1,0,1,2,80,0,1,2,1,0,0,1,0,0,0,0,1
36,0,7,16600,3,3,2,2,1,82,3,3,2,1,9,0,3,3,1,1,0,0,0,0,0,0,1
38,0,3,30200,4,4,3,0,0,34,2,1,2,3,21,0,2,3,0,1,0,0,0,0,0,0,1
33,1,7,80912,2,3,4,0,0,53,5,1,1,2,14,0,3,1,1,0,0,0,0,1,1,0,0
39,1,10,52896,2,2,2,3,0,51,2,1,2,3,21,0,3,2,1,0,0,0,1,0,0,1,0
23,0,1,52984,2,3,3,0,0,38,2,0,3,1,54,0,1,2,1,0,0,1,0,0,0,1,0
52,0,17,52056,2,3,3,0,1,27,2,1,1,1,37,0,3,1,1,0,1,0,0,0,0,0,1
53,1,15,76096,2,2,3,1,1,50,2,0,1,3,42,0,3,2,1,0,0,0,0,1,1,0,0
37,1,29,28960,2,3,3,0,0,50,4,1,3,2,79,0,3,2,0,1,0,0,0,0,1,0,0
59,0,36,32904,1,3,4,0,1,48,1,4,2,2,41,0,2,2,1,1,0,0,0,0,0,1,0
22,0,4,54360,3,3,3,0,0,59,2,4,1,2,79,0,4,1,0,0,1,0,0,0,0,1,0
22,1,2,48744,2,3,3,1,1,26,4,3,1,2,44,0,3,3,0,0,0,0,1,0,1,0,0
34,1,13,72136,2,3,4,1,0,27,3,2,2,3,86,0,1,1,0,0,1,0,0,0,0,0,1
40,0,22,73624,3,2,3,2,0,70,4,1,2,3,44,1,1,3,0,0,0,0,0,1,0,1,0
28,0,1,79280,4,3,3,0,1,3,4,2,2,1,76,0,2,1,1,0,0,1,0,0,0,0,1
29,0,20,47712,4,4,1,3,0,24,1,1,1,3,33,0,2,1,0,0,0,1,0,0,1,0,0
47,1,25,45384,2,3,1,2,1,76,4,2,2,3,91,1,4,1,1,0,0,0,1,0,1,0,0
56,0,31,39744,3,4,3,1,0,28,3,4,2,1,98,0,3,3,0,0,0,0,1,0,0,1,0
28,1,9,41736,3,3,3,2,0,70,3,0,1,3,68,1,3,1,1,1,0,0,0,0,0,0,1
22,1,7,70576,2,4,3,1,0,33,2,0,2,1,31,0,4,1,0,0,0,0,0,1,0,1,0
30,1,8,78560,2,2,2,0,0,59,1,0,1,1,64,0,3,1,1,0,0,1,0,0,0,1,0
24,0,8,51416,4,1,4,0,0,10,4,1,2,1,85,0,3,3,0,1,0,0,0,0,0,0,1
33,0,21,29912,3,3,2,2,0,50,2,3,1,2,29,0,3,3,1,1,0,0,0,0,1,0,0
25,0,4,66576,2,3,4,3,1,38,3,4,2,2,74,0,3,4,1,0,0,1,0,0,0,0,1
29,0,16,45456,3,3,3,2,0,33,2,0,2,2,19,0,3,3,1,1,0,0,0,0,0,0,1
26,1,3,33992,3,3,4,0,0,26,3,3,2,2,47,1,3,2,1,0,0,0,1,0,0,0,1
19,0,5,47768,2,3,1,0,0,52,1,2,2,2,30,0,1,2,1,0,0,0,1,0,0,1,0
19,0,6,60568,1,1,3,0,0,57,3,1,2,3,83,0,2,1,1,0,0,1,0,0,1,0,0
20,0,12,56488,3,3,4,1,0,15,2,0,2,2,38,1,2,3,0,0,0,0,1,0,0,0,1
42,1,16,48488,1,3,3,1,0,5,1,0,2,2,65,0,3,1,0,0,1,0,0,0,0,1,0
51,1,27,36048,3,3,3,1,1,45,3,1,2,3,62,0,3,1,0,1,0,0,0,0,1,0,0
22,1,7,46032,3,2,3,0,0,80,1,0,2,2,70,0,1,1,1,0,0,0,1,0,0,1,0
53,1,39,65256,3,3,2,2,1,72,2,5,2,1,73,0,1,1,0,0,1,0,0,0,0,1,0
29,0,12,31200,2,3,3,1,0,12,1,2,3,2,87,0,2,2,1,1,0,0,0,0,0,0,1
21,1,3,69776,4,3,3,0,1,61,2,1,2,3,12,0,4,2,1,0,0,1,0,0,0,0,1
21,0,10,48304,3,4,4,0,0,52,2,3,1,3,41,0,3,3,1,0,0,1,0,0,0,1,0
56,1,14,45488,3,3,3,2,0,56,1,0,3,2,78,0,2,2,0,0,0,0,1,0,0,1,0
31,1,6,30376,2,1,3,2,0,44,2,0,1,2,68,1,3,1,1,1,0,0,0,0,0,0,1
29,0,15,47200,3,2,3,0,1,97,3,1,2,2,35,0,2,3,0,0,0,0,1,0,0,1,0
45,1,14,60896,2,3,3,0,0,58,2,0,1,2,67,0,3,1,1,0,0,1,0,0,0,0,1
22,1,7,39464,4,3,4,1,1,76,3,6,2,2,57,0,2,3,1,0,0,0,1,0,0,0,1
26,1,2,35456,3,4,4,1,0,88,3,0,2,3,65,0,1,2,1,1,0,0,0,0,0,0,1
32,1,13,55680,3,1,4,0,1,43,3,1,2,1,68,0,1,2,0,0,0,1,0,0,0,0,1
55,1,39,64320,4,3,3,2,1,94,3,1,1,3,114,0,2,1,0,0,0,0,0,1,0,1,0
50,0,24,67800,1,3,3,2,0,30,4,3,2,2,80,0,4,3,1,0,0,1,0,0,1,0,0
19,0,3,95552,2,3,4,1,0,83,1,5,3,2,70,1,4,1,0,0,0,0,0,1,0,0,1
56,0,4,84928,2,4,3,0,1,4,1,0,1,2,17,0,4,3,1,0,0,1,0,0,0,0,1
55,1,16,44576,3,3,3,0,0,52,4,1,1,2,80,0,3,1,0,0,0,0,1,0,0,0,1
18,0,4,71448,2,3,4,0,0,10,3,0,3,1,58,0,3,2,1,0,0,0,0,1,1,0,0
57,0,17,68728,2,1,2,1,0,78,5,6,2,2,50,0,3,4,0,0,1,0,0,0,0,0,1
27,0,8,85360,2,4,3,0,1,94,4,3,1,1,11,0,3,2,1,0,0,0,0,1,0,1,0
25,1,8,56432,2,2,3,0,0,15,2,0,2,1,80,1,3,1,0,0,0,0,0,1,1,0,0
38,0,3,52424,3,3,3,1,1,94,3,4,2,3,18,0,2,4,0,0,0,0,1,0,0,1,0
31,0,11,66560,3,3,2,0,1,8,5,6,1,2,61,1,3,4,0,0,0,1,0,0,0,1,0
51,1,22,65000,1,3,3,1,0,27,2,1,2,1,66,1,1,3,1,0,1,0,0,0,0,1,0
40,1,21,59832,3,3,3,0,0,70,5,0,2,3,81,0,3,1,0,0,0,1,0,0,0,1,0
56,1,4,27208,2,2,3,0,1,97,4,3,2,3,6,0,3,2,1,1,0,0,0,0,0,0,1
40,1,1,54384,2,4,3,2,0,20,3,0,2,3,70,0,4,2,1,0,0,1,0,0,1,0,0
42,1,16,81488,3,3,3,1,1,35,2,4,2,1,88,0,3,1,0,0,1,0,0,0,0,1,0
44,1,1,68168,3,4,3,0,0,95,2,1,1,2,43,1,1,2,0,0,0,1,0,0,0,1,0
23,0,9,25328,3,3,2,2,0,1,1,0,1,2,77,0,3,2,0,1,0,0,0,0,0,1,0
45,1,11,73256,2,3,3,0,0,26,4,0,2,3,74,0,3,1,0,0,0,1,0,0,0,1,0
50,0,23,38448,3,1,4,0,0,7,1,0,1,2,25,0,3,2,1,1,0,0,0,0,0,1,0
48,0,24,59576,4,2,3,0,0,98,3,4,2,3,89,0,3,1,0,0,1,0,0,0,0,1,0
52,0,14,74616,4,4,4,1,1,25,2,0,1,3,32,0,2,2,1,0,0,1,0,0,1,0,0
19,0,1,69056,4,4,3,0,0,67,3,0,2,2,17,0,3,1,0,0,0,1,0,0,0,1,0
49,1,2,46800,3,3,4,0,0,57,4,1,1,2,45,0,1,1,1,0,0,0,1,0,0,0,1
40,1,6,64480,2,2,4,1,0,44,2,0,2,2,53,0,3,2,0,0,0,1,0,0,0,0,1
55,1,5,93392,1,3,1,0,1,2,2,3,2,3,56,0,4,2,1,0,0,0,0,1,0,1,0
41,1,5,52056,3,3,4,0,0,24,3,2,2,1,79,1,1,1,0,0,0,0,0,1,0,1,0
43,1,29,76048,2,1,2,0,1,18,5,0,3,2,57,1,3,1,0,0,1,0,0,0,1,0,0
58,0,48,67680,3,3,3,0,1,22,1,1,2,1,74,0,1,2,0,0,0,0,0,1,0,1,0
25,1,15,41320,3,2,3,0,1,77,1,5,2,3,36,0,1,2,0,0,0,0,0,1,0,0,1
33,0,11,61680,4,2,3,1,1,99,3,0,3,2,39,0,2,3,0,0,1,0,0,0,1,0,0
34,1,16,80800,1,3,3,0,0,93,5,2,1,2,54,0,3,3,1,0,0,0,0,1,0,0,1
36,1,12,74064,2,4,2,0,0,68,3,1,1,1,63,0,1,2,1,0,0,1,0,0,0,0,1
50,0,34,63960,1,4,2,0,0,98,3,3,1,2,80,1,3,1,1,0,0,1,0,0,0,0,1
43,0,12,64592,3,3,3,2,0,2,1,0,3,1,62,0,2,1,0,0,0,0,0,1,0,0,1
45,1,7,35440,4,4,2,0,0,63,2,0,2,3,11,0,3,3,0,1,0,0,0,0,0,1,0
36,0,8,91800,1,4,3,1,0,62,4,4,2,3,55,0,3,2,1,0,1,0,0,0,0,1,0
19,0,4,44648,2,2,3,0,0,69,4,1,1,2,26,0,1,1,1,0,0,0,1,0,0,1,0
29,1,14,64448,2,3,4,2,1,71,4,4,1,2,64,1,2,2,0,0,1,0,0,0,0,1,0
55,1,18,38704,4,4,3,1,0,67,2,4,1,1,19,0,2,3,0,1,0,0,0,0,1,0,0
27,0,11,82640,3,3,3,1,0,12,3,1,2,2,62,0,3,1,0,0,0,0,0,1,0,1,0
18,1,2,68512,2,3,2,0,0,60,3,0,1,2,5,0,4,3,1,0,0,1,0,0,0,0,1
19,1,6,51832,2,3,4,1,0,74,3,3,1,1,21,0,4,2,1,0,0,1,0,0,0,1,0
45,0,21,62728,4,3,3,1,0,88,2,4,2,2,76,0,4,3,1,0,0,0,0,1,0,1,0
25,1,14,94360,4,3,3,0,1,52,2,1,1,1,43,0,2,2,1,0,1,0,0,0,0,0,1
52,0,34,53360,2,4,3,0,0,91,2,3,2,2,58,0,3,1,1,0,0,0,0,1,0,1,0
40,0,7,46824,2,4,3,0,0,8,2,1,1,1,85,0,2,3,1,0,0,0,0,1,0,0,1
46,0,29,46816,2,2,3,0,0,27,4,1,2,3,76,0,2,2,0,0,0,0,1,0,0,0,1
18,0,5,72368,3,1,4,1,0,98,1,4,2,1,13,1,1,4,0,0,0,0,0,1,0,1,0
39,1,7,55928,4,1,3,1,1,65,3,1,1,1,84,0,3,2,0,0,1,0,0,0,0,1,0
46,0,27,51976,2,3,1,0,0,45,2,0,2,1,102,0,4,1,0,0,0,1,0,0,0,1,0
29,0,19,47864,3,2,1,1,0,89,4,0,2,3,60,0,1,1,1,0,0,0,1,0,0,0,1
42,1,15,47664,2,4,3,1,0,78,3,0,1,3,21,0,3,1,1,0,0,0,1,0,0,0,1
51,0,11,70656,3,2,3,1,0,70,2,3,3,3,20,0,3,1,0,0,0,0,0,1,0,1,0
23,0,10,49352,3,4,3,1,0,15,2,3,1,2,40,0,3,1,1,0,0,0,1,0,0,1,0
26,1,3,60232,3,3,3,0,0,20,4,4,1,1,28,0,2,1,1,0,0,0,0,1,0,0,1
32,1,14,47824,3,3,2,0,1,3,3,0,2,1,80,0,3,3,1,0,0,0,1,0,1,0,0
54,0,9,40424,2,4,2,2,1,11,1,3,2,2,84,1,3,3,0,0,0,0,1,0,0,1,0
29,0,17,44960,1,2,3,1,0,99,2,3,1,1,30,0,1,2,1,0,0,1,0,0,0,1,0
51,1,3,43336,2,4,4,0,0,79,2,0,2,2,51,1,3,3,1,0,0,0,1,0,0,0,1
23,1,12,73328,4,3,3,2,1,43,3,1,2,1,79,0,2,2,1,0,1,0,0,0,0,1,0
